AHI #,Project ID,Project Name,Owner,Developer,Address,Zip Code,TCAD ID,Council District,Kirwan Opportunity Index,Total Units,Total Affordable Units,Distance to High Freq. Transit,Unit Type,Housing Type,Status,Affordability Start Year,Affordability Expiration Year ,Affordability Period,Date Fee in Lieu Received,Fee in Lieu Status,Required Amount of Fee in Lieu,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Market Rate Units,Funding,DDB,ERC,RNY,MDA,NBG,PUDDA,PUDDB,SMART,TOD,UNO,VMU,GO Bond 2006,GO Bond 2013,Location,Property Management Company,Phone Number,Website 
284,3753,Avon at 22nd,"Allada UNO, LLC","Allada UNO, LLC",911 W 22nd Street,78705,203609,9,High,19,2,1/2 Mile,Multifamily,Rental,Site Plan Approved / Project Underway,,,40,,Pending,,0,0,0,2,0,0,17,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"911 W 22nd Street
Austin, Texas 78705
(30.285435, -97.747651)",,,
21,3260,Pecan Springs Commons,Green Doors,Community Partnerships for the Homeless,5800 Sweeney Circle,78723,217252,1,Very High,46,46,1/4 Mile,Multifamily,Rental,Project Complete,2009,2108,99,,None,,11,0,35,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"5800 Sweeney Circle
Austin, Texas 78723
(30.305239, -97.679425)",Green Doors,512-469-9130,http://www.greendoors.org/housing/overview.php
73,3390,Live Oak Trails,"Foundation Communities, Inc.","Foundation Communities, Inc.",8500 US Highway 71 W,78735,,8,Moderate,58,58,>1/2 Mile,Multifamily,Rental,Project Complete,2014,2054,40,,None,,12,12,34,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,"8500 US Highway 71 W
Austin, Texas 78735
(30.248072, -97.890467)",Foundation Communities,512-610-2240,http://foundcom.org/housing/our-austin-communities/live-oak-trails-apartments/
337,3882,Rebekah Baines Johnson Center,"Southwest Strategies Group, Momark Development and Austin Geriatric Center","DMA Development Company, LLC",21 Waller Street,78723,490558,3,Very Low,"1,012",475,1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,45,0,225,205,0,0,537,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"21 Waller Street
Austin, Texas 78723
(30.253834, -97.735407)",,,
307,3852,Highland Homes - Section 1A,Carma Easton LLC,Carma Easton LLC,,,,2,Very Low,56,0,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,0,,None,,0,0,0,0,0,0,56,Development Incentives,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Austin, Texas
(30.264979, -97.746598)",,,
58,3317,SOL,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,5908 Ventus Street,78721,772793,3,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2009,2049,40,,None,,0,0,0,1,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,No,No,"5908 Ventus Street
Austin, Texas 78721
(30.258433, -97.684908)",,,
58,3321,SOL,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1129 Altum Street,78702,772770,1,Very Low,2,2,>1/2 Mile,Duplex,Rental,Project Complete,2009,2049,40,,None,,0,0,0,2,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,No,No,"1129 Altum Street
Austin, Texas 78702
(30.258653, -97.683772)",,,
3,3226,"Garden Terrace Expansion (aka Garden Terrace, Phase II)",Garden Terrace Housing Corporation,"Foundation Communities, Inc.",1015 W William Cannon Drive,78745,330133,2,Low,15,15,>1/2 Mile,Multifamily,Rental,Project Complete,2007,2037,30,,None,,0,0,15,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"1015 W William Cannon Drive
Austin, Texas 78745
(30.199168, -97.793336)",Foundation Communities,512-416-8300,http://foundcom.org/housing/our-austin-communities/garden-terrace/
266,3731,2106 Chicon Street,Blackland Community Development Corporation,Blackland Community Development Corporation,2106 Chicon Street,78702,202248,1,Moderate,1,1,>1/2 Mile,ADU,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,1,0,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"2106 Chicon Street
Austin, Texas 78702
(30.282456, -97.721801)",,,
187,3568,Block on 25th East,CWS Capital Partners LLC,CWS Capital Partners LLC,702 W 25th Street,78705,,9,High,87,9,1/2 Mile,Multifamily,Rental,Project Complete,2008,2023,15,08/15/2008 12:00:00 AM,Paid,"$58,345.00",0,0,0,0,0,9,78,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"702 W 25th Street
Austin, Texas 78705
(30.289368, -97.745177)",American Campus Communities,512-478-9811,http://www.theblockwestcampus.com/
62,3377,Retreat at North Bluff,"VILLAGE ON LITTLE TEXAS, LLC",Austin Housing Finance Corporation,6212 Crow Lane,78745,,2,Very Low,240,240,1/4 Mile,Multifamily,Rental,Project Complete,2009,2108,99,,None,,24,0,26,0,0,190,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"6212 Crow Lane
Austin, Texas 78745
(30.197096, -97.772171)",Merge Management,512-445-0404,http://www.retreatatnorthbluff.com/
58,3318,SOL,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,5921 Ventus Street,78721,772762,3,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2009,2049,40,,None,,0,0,0,1,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,No,No,"5921 Ventus Street
Austin, Texas 78721
(30.258291, -97.68459)",,,
238,3619,Alexan East 6th Street,"AE6 Apartments, LLC",AE6 Apartments LLC,2400 E 6th Street,78702,,3,Very Low,208,21,1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,None,,0,0,0,0,0,21,187,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"2400 E 6th Street
Austin, Texas 78702
(30.259327, -97.715834)",Alexan Properties,844-818-2443,https://alexane6.com/
166,3547,Spire,Spire East 5th LP,Spire East 5th LLC,501 Waller Street,78702,191815,3,Very Low,264,66,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,13,26,27,0,0,0,198,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"501 Waller Street
Austin, Texas 78702
(30.263552, -97.730908)",,,
356,3918,Arnold 2,Transwestern,Transwestern,1614 E 6th Street,78702,191974,3,Very Low,115,20,>1/2 Mile,Multifamily,Rental,Site Plan Approved / Project Underway,,,40,,None,,0,0,0,20,0,0,95,Development Incentives,No,No,No,No,No,No,No,No,Yes,No,No,No,No,"1614 E 6th Street
Austin, Texas 78702
(30.262713, -97.72558)",,,
74,3392,Edgecreek Condos,Frameworks Community Development Corporation,Frameworks Community Development Corporation,12166 Metric Boulevard,78758,733261,7,Moderate,2,2,>1/2 Mile,Duplex,Rental,Project Complete,2014,2112,99,,None,,0,0,2,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,No,No,"12166 Metric Boulevard
Austin, Texas 78758
(30.406673, -97.697494)",Frameworks Community Development Corporation,512-385-1500,https://frameworkscdc.org/
143,3525,The District at SoCO,"District at SoCo, LLC","District at SoCo, LLC",501 E Oltorf Street,78704,307027,9,Moderate,215,22,1/4 Mile,Multifamily,Rental,Project Complete,2012,2017,5,,None,,0,0,0,0,0,22,193,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"501 E Oltorf Street
Austin, Texas 78704
(30.237179, -97.750729)",CIM Group,512-551-0291,https://districtatsoco.com/
321,4185,Estancia Villas,SLF III Onion Creek LP,"Estancia Villas, LLC",Estancia Parkway and Camino Vaquero Parkway,,,5,High,312,31,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,None,$0.00,0,0,0,31,0,0,281,Development Incentives,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Estancia Parkway and Camino Vaquero Parkway
Austin, Texas
(30.124323, -97.806093)",,,
123,3508,The Point at Ben White,Ben White Senior Development LP,Ben White Senior Development LP,6934 E Ben White Boulevard,78741,,3,Very Low,250,250,1/2 Mile,Multifamily,Rental,Project Complete,2016,2021,5,,None,,0,0,0,0,0,250,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"6934 E Ben White Boulevard
Austin, Texas 78741
(30.21495, -97.702782)",Capstone Management,512-222-5658,http://thepointeatbenwhite.com/
160,3541,LaMadrid Apartments,LaMadrid Apartments LLC,LaMadrid Apartments LLC,11320 Manchaca Road,78748,,5,Moderate,95,83,>1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,None,,9,0,34,40,0,0,12,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,"11320 Manchaca Road
Austin, Texas 78748
(30.155687, -97.833327)",Accolade Property Management,512-590-9423,http://www.lamadridapartments.com/
355,3950,48 East Ave,"48 East Ave, LLC","48 East Ave, LLC",48 East Avenue,78701,190879,9,Low,240,7,1/2 Mile,Multifamily,Rental,Site Plan Approved / Project Underway,,,40,,Pending,"$518,790.00",0,0,0,0,0,7,233,Development Incentives,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,"48 East Avenue
Austin, Texas 78701
(30.256376, -97.738541)",,,
222,3603,Windsor  South Lamar,"THC South Lamar Development, LC",Hanover R.S. Limited Partnership,809 S Lamar Boulevard,78704,,5,High,116,12,1/4 Mile,Multifamily,Rental,Project Complete,2017,2057,40,,None,,0,0,0,12,0,0,104,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"809 S Lamar Boulevard
Austin, Texas 78704
(30.257436, -97.760308)",Windsor Communities,512-445-9000,https://www.windsorsola.com/?_ga=2.131103759.1897859397.1515096511-1912521076.1514995961
372,3959,Amli Eastside,"Riata Partners, LLC","Robertson Hill Land, Ltd.",1000 San Marcos Street,78702,806165,1,Low,290,29,1/2 Mile,Multifamily,Rental,Project Complete,2008,2028,20,,None,$0.00,0,0,0,0,0,29,261,Development Incentives,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"1000 San Marcos Street
Austin, Texas 78702
(30.268443, -97.731154)",Amli Residential,512-476-8700,https://www.amli.com/apartments/austin/downtown/austin/eastside
110,3751,Summit Oaks,Housing Authority of Travis County,Housing Authority of Travis County,11607 Sierra Nevada,78759,160225,10,Moderate,24,24,>1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,5,,None,,0,0,0,24,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"11607 Sierra Nevada
Austin, Texas 78759
(30.421063, -97.754866)",Housing Authority of the City of Austin,512-477-4488,http://www.hatctx.com/summit-oaks/
338,3884,East Avenue Apartments,"East Avenue Town Lake, LLC","East Avenue Town Lake, LLC",16 N IH 35,78701,,9,Low,223,7,1/4 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,Pending,,0,0,0,0,0,7,216,Development Incentives,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,"16 N IH 35
Austin, Texas 78701
(30.25467, -97.737034)",,,
23,3263,Pecan Springs Commons,Green Doors,Community Partnerships for the Homeless,5802 Sweeney Circle,78723,217251,1,Low,4,4,1/4 Mile,FourPlex,Rental,Project Complete,2009,2108,99,,None,,0,0,4,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"5802 Sweeney Circle
Austin, Texas 78723
(30.305213, -97.67942)",,,
224,3605,South Lamar Plaza,Greystar Real Estate Partners,Greystar Real Estate Partners,1100 S Lamar Boulevard,78704,,5,High,441,44,1/4 Mile,Multifamily,Rental,Project Complete,2015,2055,40,,None,,0,0,0,44,0,0,397,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"1100 S Lamar Boulevard
Austin, Texas 78704
(30.255454, -97.761872)",Greystar,512-524-5500,https://www.lamarunion.com/plaza.html
31,3282,2113 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,2113 Salina Street,78722,567163,1,Very High,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2003,2023,20,,None,,0,0,1,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,No,No,"2113 Salina Street
Austin, Texas 78722
(30.282477, -97.722821)",Blackland Community Development Corporation,512-220-8751,https://www.blacklandcdc.org/housing/
170,3551,Texan West Campus,American Campus Communities,"Cobalt Partners, Ltd.",2616 Salado Street,78705,,9,Very Low,62,6,1/2 Mile,Multifamily,Rental,Project Complete,2005,2020,15,06/19/2005 12:00:00 AM,Paid,"$37,824.00",0,0,0,0,0,6,56,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"2616 Salado Street
Austin, Texas 78705
(30.292421, -97.745246)",American Campus Communities,512-478-9811,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus
103,3489,Stony Creek Apartments,,San Antonio Alternative Housing Corporation,4911 Manchaca Road,78745,,5,Moderate,132,124,>1/2 Mile,Multifamily,Rental,Project Complete,1999,2032,33,,None,,0,0,0,52,0,72,8,Development Incentives,No,No,No,No,No,No,No,No,No,No,No,No,No,"4911 Manchaca Road
Austin, Texas 78745
(30.222227, -97.793194)",M3 Multifamily,512-444-5700,https://www.rentstonycreek.com/
347,3901,Aldrich 51,"Catellus Austin, LLC",Catellus Austin LLC,2604 Aldrich Street,78723,,9,Moderate,240,219,>1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,None,,15,0,48,156,0,0,21,RHDA,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,"2604 Aldrich Street
Austin, Texas 78723
(30.304101, -97.701284)",DMA Companies,512-328-3232,https://aldrich51.com/
55,3311,1100 E 10th Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1100 E 10th Street,78702,,1,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2001,2021,20,,None,,0,0,0,0,0,1,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,No,No,"1100 E 10th Street
Austin, Texas 78702
(30.26828, -97.729396)",,,
382,3975,The Guthrie II,"CRP/Argyle Guthrie Owner, L.P.","CRP/Argyle Guthrie Owner, L.P.",3215 Gonzales Street,78702,,3,Very Low,12,1,1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,None,$0.00,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"3215 Gonzales Street
Austin, Texas 78702
(30.258511, -97.704506)",,,
29,3273,Fort Branch Landing,Fort Branch Landing LP,Fort Branch Landing LP,5841 Techni Center Drive,78721,,1,Very Low,250,250,>1/2 Mile,Multifamily,Rental,Project Complete,2000,2020,20,,None,,0,0,0,250,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,No,No,"5841 Techni Center Drive
Austin, Texas 78721
(30.277822, -97.671619)",Lincoln Property Company,512-607-5459,http://www.livefortbranchattrumanslanding.com/
327,3865,GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1902 Willow Street,78702,189178,3,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"1902 Willow Street
Austin, Texas 78702
(30.256099, -97.724723)",,,
367,3954,Indian Hills PID,"Club Deal 116 Indian Hills TX, L.P.","Club Deal 116 Indian Hills TX, L.P.",,,,,,0,0,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,0,,None,,0,0,0,0,0,0,0,Development Incentives,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Austin, Texas
(30.264979, -97.746598)",,,
359,3930,ACDDC - Alley Flat,Lorri Haden,Austin Community Design and Development Center,1406 Ruth Avenue,78757,,7,Very High,1,1,>1/2 Mile,Single Family,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,0,0,1,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"1406 Ruth Avenue
Austin, Texas 78757
(30.33855, -97.728642)",,,
64,3379,9215 Kempler Drive,Accessible Housing Austin!,Accessible Housing Austin!,9215 Kempler Drive,78748,342001,5,Very Low,2,2,>1/2 Mile,Duplex,Rental,Project Complete,2016,2115,99,,None,,2,0,0,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,No,No,"9215 Kempler Drive
Austin, Texas 78748
(30.180606, -97.821742)",Accessible Housing Austin!,512-640-7781,http://ahaustin.org/aha-accessible-housing-austin/
13,3244,Garden Terrace SRO,Garden Terrace Housing Corporation,"Foundation Communities, Inc.",1015 W William Cannon Drive,78745,540024,2,Very Low,85,85,>1/2 Mile,Multifamily,Rental,Project Complete,2003,2033,30,,None,,0,0,85,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"1015 W William Cannon Drive
Austin, Texas 78745
(30.199168, -97.793336)",Foundation Communities,512-416-8300,http://foundcom.org/housing/our-austin-communities/garden-terrace/
357,3921,The Villages at The Domain,"EGP Management, L.L.C.","EGP Management, L.L.C.",11011 Domain Drive,78758,,7,Moderate,436,3,1/2 Mile,Multifamily,Rental,Project Complete,2010,2028,18,,None,,0,0,0,0,3,0,433,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"11011 Domain Drive
Austin, Texas 78758
(30.396621, -97.726419)",Lincoln Property Company,866-842-6770,https://www.lincolnapts.com/properties/villages-at-the-domain-austin-tx/connect
327,3864,GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1103 Clermont Avenue,78702,188235,3,Very Low,1,1,1/2 Mile,Single Family,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"1103 Clermont Avenue
Austin, Texas 78702
(30.25462, -97.735911)",,,
26,3270,Pecan Springs Commons,Green Doors,Green Doors,5801 Sweeney Circle,78723,217253,1,Very Low,4,4,1/4 Mile,FourPlex,Rental,Project Complete,2012,2111,99,,None,,0,0,4,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"5801 Sweeney Circle
Austin, Texas 78723
(30.305178, -97.679413)",,,
179,3560,Texas Shoal Creek,"Texan Shoal Creek, LLC","Texan Shoal Creek, LLC",2502 Leon Street,78705,206058,9,Very High,79,8,>1/2 Mile,Multifamily,Rental,Project Complete,2008,2023,15,05/15/2008 12:00:00 AM,Paid,"$36,407.00",0,0,0,0,0,8,71,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"2502 Leon Street
Austin, Texas 78705
(30.289832, -97.749189)",Texan Properties,512-476-1976,http://www.texanproperties.net/
102,3488,Rutland Place Apartments,,San Antonio Alternative Housing Corporation,1711 Rutland Drive,78758,,4,Low,294,276,1/2 Mile,Multifamily,Rental,Project Complete,1998,2033,35,,None,,0,0,0,117,0,159,18,Development Incentives,No,No,No,No,No,No,No,No,No,No,No,No,No,"1711 Rutland Drive
Austin, Texas 78758
(30.375063, -97.711493)",,,
214,3595,Villas on San Gabriel II,2410 San Gabriel LP,2410 San Gabriel LP,2414 San Gabriel Street,78705,,9,Very High,92,9,1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,Pending,,0,0,0,9,0,0,83,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"2414 San Gabriel Street
Austin, Texas 78705
(30.288966, -97.747738)",Arthur Walston,512-968-3500,https://villasatsangabriel.com/
287,3765,Works at Pleasant Valley - Phase II,Lifeworks Affordable Housing Corporation,Lifeworks Affordable Housing Corporation,835 N Pleasant Valley Road,78702,819544,3,Very Low,29,29,1/4 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,10,0,13,0,0,6,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"835 N Pleasant Valley Road
Austin, Texas 78702
(30.264563, -97.708247)",,,
270,3761,Z-Lofts,Metrohill Enterprises LLC,Metrohill Enterprises LLC,5612 Springdale Road,78723,215277,1,Very Low,74,7,1/4 Mile,Multifamily,Ownership,Project Certified / Loan Executed,,,1,,None,,0,0,0,0,0,7,67,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"5612 Springdale Road
Austin, Texas 78723
(30.30043, -97.673327)",,,
272,3757,Elysium Grand,"Saigebrook Development, LLC","Saigebrook Development, LLC",3400 Oak Creek Drive,78727,,7,Very High,80,76,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,16,0,38,22,0,0,4,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"3400 Oak Creek Drive
Austin, Texas 78727
(30.427129, -97.705186)",,,
230,3611,7EAST,"SL Chicon, LP","SL Chicon, LP",2025 E 7th Street,78702,771908,3,Very Low,177,18,>1/2 Mile,Multifamily,Rental,Project Complete,2015,2055,40,,None,,0,0,0,0,0,18,159,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"2025 E 7th Street
Austin, Texas 78702
(30.261897, -97.719402)",Greystar,512-476-2025,https://www.greystar.com/properties/austin-tx/7east-apartments?sc_lang=en
268,3730,1910 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,1910 Salina Street,78702,202332,1,Moderate,1,1,>1/2 Mile,ADU,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,1,0,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"1910 Salina Street
Austin, Texas 78702
(30.28049, -97.722395)",,,
6,3229,The Willows,Mary Lee Community,Mary Lee Foundation,1330 Lamar Square Drive,78704,102142,5,Moderate,64,64,1/4 Mile,Multifamily,Rental,Project Complete,2010,2050,40,,None,,32,0,28,0,0,4,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"1330 Lamar Square Drive
Austin, Texas 78704
(30.254429, -97.764701)",Mary Lee Foundation,512-443-5777,http://www.maryleefoundation.org/programs-and-services/affordable-housing/
194,3575,2608 Salado Multifamily,"Kline Ventures, LP","Kline Ventures, LP",2608 Salado Street,78705,208087,9,Very High,7,1,1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,2011,2026,15,06/08/2012 12:00:00 AM,Paid,"$6,447.00",0,0,0,0,0,1,6,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"2608 Salado Street
Austin, Texas 78705
(30.291607, -97.745305)",Lynx Property Services,512-326-2722,https://www.saladoliving.com/property/property-details/
32,3286,2008 Chicon Street,Blackland Community Development Corporation,Blackland Community Development Corporation,2008 Chicon Street,78722,202293,1,Very High,2,2,>1/2 Mile,Duplex,Rental,Project Complete,2006,2106,10,,None,,0,0,0,2,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,No,No,"2008 Chicon Street
Austin, Texas 78722
(30.28143, -97.721585)",,,
40,3297,Palms at North Lamar,"TMG - TX Austin I, L.P.",TMG - TX Austin I,8600 N Lamar Boulevard,78753,241872,4,Very Low,476,215,1/4 Mile,Multifamily,Rental,Project Complete,2010,2109,99,,None,,22,0,193,0,0,0,261,RHDA,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"8600 N Lamar Boulevard
Austin, Texas 78753
(30.35464, -97.703847)",TMG Management ,512-837-5556,http://www.tmgpalms.com/
304,3820,1703 E 22nd St,Blackland Community Development Corporation,Blackland Community Development Corporation,1703 E 22nd Street,78722,202237,1,Moderate,1,1,>1/2 Mile,Single Family,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,1,0,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"1703 E 22nd Street
Austin, Texas 78722
(30.282519, -97.723433)",,,
76,3394,4810 West Wind Trail,Frameworks Community Development Corporation,Frameworks Community Development Corporation,4810 West Wind Trail,78745,509554,5,Moderate,4,4,1/4 Mile,FourPlex,Rental,Project Complete,2015,2114,99,,None,,0,0,4,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,No,No,"4810 West Wind Trail
Austin, Texas 78745
(30.227798, -97.802736)",,,
213,3594,Texas Alpha House,Texas Alpha House of Phi Kappa Psi Fraternity,Texas Alpha House of Phi Kappa Psi Fraternity,2501 Nueces Street,78705,,9,Very High,17,2,1/4 Mile,Multifamily,Rental,Project Complete,2017,2057,40,05/10/2017 12:00:00 AM,Paid,"$4,362.00",0,0,0,2,0,0,15,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"2501 Nueces Street
Austin, Texas 78705
(30.289323, -97.742965)",,,
409,4433,1700 Willow Creek Drive,"Breckenridge Group Riverside Multifamily, LP (Aspen Heights)","Breckenridge Group Riverside Multifamily, LP (Aspen Heights)",1700 Willow Creek Drive,78741,,3,Very Low,328,27,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,None,$0.00,0,0,0,27,0,0,301,Development Incentives,No,Yes,No,No,No,No,No,No,No,No,No,No,No,"1700 Willow Creek Drive
Austin, Texas 78741
(30.236882, -97.726443)",,,
146,3528,WBP Apartments,AMTEX,AMTEX,1114 Wells Branch Parkway,78660,506097,7,Low,240,240,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,58,0,0,182,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"1114 Wells Branch Parkway
Austin, Texas 78660
(30.438715, -97.659634)",,,
55,3313,1002 Navasota,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1002 Navasota,78702,193005,1,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2001,2021,20,,None,,0,0,0,0,0,1,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,No,No,"1002 Navasota
Austin, Texas 78702
(30.267675, -97.726588)",,,
273,3760,Bridge at Cameron,"LDG Multifamily, LLC",LDG Multifamily LLC,9201 Cameron Road,78754,772161,1,Moderate,263,263,1/4 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,263,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"9201 Cameron Road
Austin, Texas 78754
(30.348496, -97.676658)",,,
296,3795,Garden Terrace Phase III,"Foundation Communities, Inc.","Foundation Communities, Inc.",1015 W William Cannon Drive,78745,330133,5,Low,20,20,>1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,None,,4,0,16,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,"1015 W William Cannon Drive
Austin, Texas 78745
(30.199168, -97.793336)",Foundation Communities,512-416-5300,http://foundcom.org/housing/our-austin-communities/garden-terrace/
70,3387,Capital Studios,"Foundation Communities, Inc.","Foundation Communities, Inc.",309 E 11th Street,78701,,1,High,135,135,1/4 Mile,Multifamily,Rental,Project Complete,2014,2054,40,,None,,27,27,81,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"309 E 11th Street
Austin, Texas 78701
(30.271847, -97.737872)",Foundation Communities,512-610-7977,http://foundcom.org/housing/our-austin-communities/capital-studios/
320,3847,Broadstone at the Lake,"Alliance Residential Holdings, LLC",Bury & Partners,422 W Riverside Drive,78704,,9,Very Low,240,0,1/4 Mile,Multifamily,Rental,Project Complete,,,0,07/10/2015 12:00:00 AM,Paid,"$23,251.00",0,0,0,0,0,0,240,Development Incentives,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"422 W Riverside Drive
Austin, Texas 78704
(30.259321, -97.749013)",,,
